ticker,min_abs_vol_edge_points,observations,coverage_pct,directional_accuracy_vs_market_iv,mean_abs_vol_edge,forecast_variance_mse,market_variance_mse,variance_skill_vs_market
SPY,0.0,57,100.0,0.631578947368421,4.313729524721135,0.0011642088535765442,0.0012634978154614012,9.928896188485703e-05
SPY,1.0,49,85.96491228070175,0.6122448979591837,4.940311042538703,0.001306318961379854,0.0014175390400637164,0.00011122007868386236
SPY,2.0,45,78.94736842105263,0.6444444444444445,5.246964305307497,0.0013620960751065058,0.0014961672479231096,0.00013407117281660384
SPY,3.0,41,71.9298245614035,0.6097560975609756,5.5030021213812,0.0014864685274309682,0.0016144976665054811,0.00012802913907451296
SPY,5.0,18,31.57894736842105,0.6111111111111112,7.246461924563773,0.0008408451034656779,0.001209030096983171,0.00036818499351749323
SPY,7.0,8,14.035087719298245,0.625,8.992062251383055,0.0010237445810994555,0.0018446964070249396,0.0008209518259254841
SPY,10.0,2,3.508771929824561,0.5,11.979074878805577,0.0020030444636469366,0.003553687585193072,0.0015506431215461356
