ticker,horizon,moneyness_bucket,model,observations,mse_variance,mae_variance,rmse_variance,mae_vol,rmse_vol,mean_qlike,best_model,is_best
SPY,2,all,gjr_garch,1093,0.010514838202653325,0.031459399362697406,0.1025418851136126,8.727649445996798,11.840261001655664,1.3358747479499598,gjr_garch,True
SPY,2,all,adaptive_ensemble,1093,0.010794218034964833,0.03163575527264967,0.10389522623761321,8.747565483185694,11.966898237683674,1.34403854690172,gjr_garch,False
SPY,2,all,ewma,1093,0.011244087716521295,0.03233052272164999,0.10603814274364341,8.803101499667521,12.297938932531823,1.492018957520494,gjr_garch,False
SPY,2,all,simple_ensemble,1093,0.011266183369683533,0.03181416337114931,0.10614227889810701,8.716767912636453,12.187057969132942,1.4103077601483638,gjr_garch,False
SPY,2,all,garch_11,1093,0.011314550175409077,0.03239983469506865,0.10636987437902273,9.006008946564188,12.346559007593594,1.391239998283457,gjr_garch,False
SPY,2,all,optimized_blend,1093,0.01173780910387879,0.03420909374457514,0.10834116993958848,9.158301357194594,12.837088064457653,1.4506439782478981,gjr_garch,False
SPY,2,all,sparse_blend,1093,0.011741632054046899,0.03419164262164491,0.10835881161237834,9.156122224023088,12.833379986852838,1.445705683408523,gjr_garch,False
SPY,2,all,har_rv,1093,0.011795264226285483,0.029432087388320562,0.10860600455907345,7.983379284763536,12.254299388075651,2.6883325764969808,gjr_garch,False
SPY,2,all,realized_60,1093,0.01186096579235186,0.03445852433701828,0.10890806119085887,9.403756252449506,13.009637425472325,1.4729180598304223,gjr_garch,False
SPY,2,all,realized_20,1093,0.011869964906435335,0.03367932874768995,0.10894936854537218,8.935020695885452,12.764117061051273,1.5102914101120741,gjr_garch,False
SPY,2,atm,realized_60,12,0.0010186797875276908,0.022770155364542743,0.031916763425004276,8.458316019084544,9.820686364779586,1.8264277203433839,realized_60,True
SPY,2,atm,sparse_blend,12,0.0011045077089578868,0.02248667881634005,0.033234134695488714,8.393569625367986,10.00401300030841,2.0312580991943867,realized_60,False
SPY,2,atm,optimized_blend,12,0.0011282470578850607,0.02321242041723168,0.03358938906686248,8.629937789658308,10.123411004803431,2.0573738690771104,realized_60,False
SPY,2,atm,garch_11,12,0.0011454673648507796,0.023607766955344046,0.03384475387487372,8.777200386271238,10.316327025105329,2.081764803885637,realized_60,False
SPY,2,atm,simple_ensemble,12,0.0011679711256614305,0.022972830882736096,0.03417559254294548,8.555104184887334,10.198404325405654,2.1838912153040746,realized_60,False
SPY,2,atm,adaptive_ensemble,12,0.001212005895948644,0.025005482849891857,0.034813875049305325,9.184029818092359,10.484546245039143,2.192629436786618,realized_60,False
SPY,2,atm,gjr_garch,12,0.0012198013422792555,0.025231333068464725,0.03492565450037058,9.247865223995232,10.525375729516387,2.195447465948306,realized_60,False
SPY,2,atm,ewma,12,0.0012580846530004435,0.02349684342996078,0.03546948904340805,8.780437806330108,10.779939145404834,2.7952878450485255,realized_60,False
SPY,2,atm,realized_20,12,0.0012852769927987518,0.02433839928164452,0.03585076000308434,8.973292056269116,11.029792182784766,2.4059304698480966,realized_60,False
SPY,2,atm,har_rv,12,0.0014137069512467307,0.021586975741328635,0.03759929455783354,8.180512058451637,11.215956051816047,5.413249272683274,realized_60,False
SPY,2,upside,realized_20,1,1.0847335234878117e-05,0.003293529297710606,0.003293529297710606,1.2220719691606217,1.2220719691606217,0.015519169747438832,realized_20,True
SPY,2,upside,realized_60,1,4.3489946862249065e-05,0.006594690808692176,0.006594690808692176,2.348780866477963,2.348780866477963,0.05045281417484637,realized_20,False
SPY,2,upside,simple_ensemble,1,7.837545546677361e-05,0.00885299132874158,0.00885299132874158,3.07373792280044,3.07373792280044,0.07998893437441401,realized_20,False
SPY,2,upside,garch_11,1,0.00010953998358580644,0.01046613508348743,0.01046613508348743,3.5720207663969283,3.5720207663969283,0.10265744490650364,realized_20,False
SPY,2,upside,har_rv,1,0.00012299038791942975,0.011090103151884105,0.011090103151884105,5.475962232754969,5.475962232754969,0.9225771478960889,realized_20,False
SPY,2,upside,optimized_blend,1,0.00015668864960888384,0.012517533687147954,0.012517533687147954,4.184653362192805,4.184653362192805,0.1326148236990774,realized_20,False
SPY,2,upside,sparse_blend,1,0.0001641848978506624,0.012813465489502143,0.012813465489502143,4.2712231849871145,4.2712231849871145,0.13700641526915258,realized_20,False
SPY,2,upside,ewma,1,0.00028240492555037814,0.01680490778166837,0.01680490778166837,5.398802614109975,5.398802614109975,0.1970186242446761,realized_20,False
SPY,2,upside,adaptive_ensemble,1,0.0004809740397099469,0.02193112034780592,0.02193112034780592,6.752107674096457,6.752107674096457,0.27388947701580024,realized_20,False
SPY,2,upside,gjr_garch,1,0.0005468229513714463,0.023384245794368617,0.023384245794368617,7.119063454095688,7.119063454095688,0.2953077069398016,realized_20,False
SPY,3,all,gjr_garch,1092,0.004868846187467508,0.02464986670756263,0.06977711793609355,6.62312033868975,9.290345605216524,0.6655872955916883,gjr_garch,True
SPY,3,all,adaptive_ensemble,1092,0.0050949250467488775,0.02517031326297469,0.07137874366188353,6.7091178065719275,9.463742706632104,0.6739981480448733,gjr_garch,False
SPY,3,all,simple_ensemble,1092,0.005528847584215928,0.02587606798109525,0.07435622088444199,6.842075825708096,9.847066965210246,0.7325273628538842,gjr_garch,False
SPY,3,all,ewma,1092,0.005557912619589893,0.026059280042670413,0.07455140923946303,6.827190406638061,9.922388268124227,0.8143405912465734,gjr_garch,False
SPY,3,all,garch_11,1092,0.005639242458425382,0.026213589482016388,0.07509488969580674,7.019282369874865,9.999063158848351,0.7196926725042547,gjr_garch,False
SPY,3,all,har_rv,1092,0.00565848547328561,0.024633152742228603,0.07522290524358662,6.485599562534014,9.67674049157772,0.9626310502224843,gjr_garch,False
SPY,3,all,optimized_blend,1092,0.00597291157315098,0.02845582928910552,0.07728461407777734,7.300274030145879,10.53853625147602,0.7745360233070367,gjr_garch,False
SPY,3,all,sparse_blend,1092,0.006060444797830097,0.02891639253548305,0.07784885868033067,7.38543895335451,10.654124503734737,0.7896349067875794,gjr_garch,False
SPY,3,all,realized_60,1092,0.006090259650928724,0.028644700151047416,0.07804011565168727,7.51568071709289,10.810920474874573,0.8058806170629113,gjr_garch,False
SPY,3,all,realized_20,1092,0.006164941475804878,0.027766853292070643,0.0785171412865043,7.039092105684394,10.464385278094646,0.8288441445079884,gjr_garch,False
SPY,3,atm,realized_60,12,0.0006419359377513837,0.019420012093335312,0.0253364547194627,6.443017905302039,7.615177782536559,0.5934698884057633,realized_60,True
SPY,3,atm,gjr_garch,12,0.0006839908351869347,0.020065950429217532,0.026153218447964196,6.707845371583846,7.9856989850970965,0.7563516868187561,realized_60,False
SPY,3,atm,adaptive_ensemble,12,0.0006905090767628124,0.020088312798515508,0.026277539397036635,6.7121349395297685,8.006588948246009,0.7625875414730423,realized_60,False
SPY,3,atm,garch_11,12,0.0007341039225356405,0.02095828974616153,0.027094352225798653,6.970027336623218,8.172622396892208,0.7567497753426794,realized_60,False
SPY,3,atm,simple_ensemble,12,0.0007625450424884013,0.020289574122197285,0.02761421812198204,6.7754901839452435,8.307217366661606,0.8682022733315069,realized_60,False
SPY,3,atm,optimized_blend,12,0.0007994394632497445,0.022085225116543743,0.02827436052768912,7.309502444968061,8.581592014507056,0.8568367706717992,realized_60,False
SPY,3,atm,sparse_blend,12,0.0008199790431927303,0.022225579824257855,0.02863527620248721,7.401557687881252,8.678415456078707,0.8668049211954911,realized_60,False
SPY,3,atm,ewma,12,0.0008718834756871312,0.022438302041908987,0.029527673048974436,7.559178423926802,9.238020731035459,1.5795745157076997,realized_60,False
SPY,3,atm,realized_20,12,0.0008938431684037823,0.022623584305823684,0.029897210043811486,7.603157091241065,9.155479106382305,1.1540020093243475,realized_60,False
SPY,3,atm,har_rv,12,0.0009249397114618907,0.020259850913851546,0.03041282149787965,6.925312072726712,9.30391506793772,1.8167438433501857,realized_60,False
SPY,5,all,gjr_garch,1090,0.003411194624264047,0.021067296439904265,0.05840543317418378,5.410935720531654,7.97068362316576,0.41004484998541735,gjr_garch,True
SPY,5,all,adaptive_ensemble,1090,0.0035900670340335535,0.021391489549242682,0.05991716810759295,5.449373613271654,8.131971128780888,0.4216247548163568,gjr_garch,False
SPY,5,all,har_rv,1090,0.003634090487443493,0.02076102841624317,0.06028341801394056,5.291664396421566,8.189993391798964,0.5320510260478511,gjr_garch,False
SPY,5,all,simple_ensemble,1090,0.003864522523109341,0.02270576812345156,0.06216528390596589,5.746285757692619,8.614867267279335,0.47144271374951763,gjr_garch,False
SPY,5,all,garch_11,1090,0.004000496463357232,0.023085333741899708,0.06324947796904913,5.874198068166351,8.706752084492503,0.46417574471299167,gjr_garch,False
SPY,5,all,ewma,1090,0.004049742579082289,0.02395560350623394,0.06363758778491128,5.990540747896626,8.996961993323657,0.5049852936812332,gjr_garch,False
SPY,5,all,realized_60,1090,0.0043078191016519924,0.025205265914427778,0.0656339782555651,6.351268614182365,9.555834126523745,0.5512883576736002,gjr_garch,False
SPY,5,all,optimized_blend,1090,0.00436498607497743,0.025264376785174625,0.06606804125276781,6.164614840632762,9.433439868408476,0.5221239966320727,gjr_garch,False
SPY,5,all,sparse_blend,1090,0.0043817022742914736,0.025307839608160305,0.0661944278190504,6.174813513973525,9.451348416997167,0.5192786848033439,gjr_garch,False
SPY,5,all,realized_20,1090,0.0044803324078495224,0.024181479197894085,0.06693528522273975,5.846462262326414,9.195014536484386,0.5631957835212745,gjr_garch,False
SPY,5,atm,gjr_garch,9,0.00019269420266163127,0.010996391167759783,0.013881433739410035,3.659952445902706,4.4325618778339475,0.23842651840678158,gjr_garch,True
SPY,5,atm,adaptive_ensemble,9,0.00020517766919662099,0.01131385140421642,0.014324024197013247,3.7424354409489817,4.538233991144435,0.2483102005829677,gjr_garch,False
SPY,5,atm,realized_60,9,0.00022817936830359824,0.012801407022844633,0.015105607180898034,4.152064240552254,4.625471792949607,0.20199196362150584,gjr_garch,False
SPY,5,atm,garch_11,9,0.00024393377256593646,0.012463101305641848,0.015618379319440812,4.07769473237973,4.865718248508758,0.25708193829295967,gjr_garch,False
SPY,5,atm,simple_ensemble,9,0.00027471368649758827,0.012769794433672106,0.01657448902674192,4.1585317295647775,5.145615988519308,0.2964457912933566,gjr_garch,False
SPY,5,atm,sparse_blend,9,0.0002808414597228948,0.0129136722563903,0.01675832508703942,4.201210480231223,5.154182372183273,0.29198451960693383,gjr_garch,False
SPY,5,atm,ewma,9,0.00029896642168006897,0.013567974690570878,0.017290645496339022,4.478094696329739,5.443856290171882,0.3482269090282726,gjr_garch,False
SPY,5,atm,optimized_blend,9,0.0003045742410224702,0.013368658131179972,0.017452055495627734,4.3673476992649745,5.422977505826153,0.33438421572344496,gjr_garch,False
SPY,5,atm,realized_20,9,0.0003823251211525799,0.015202513974543176,0.019553135839362953,5.0423906261722875,6.288717619575593,0.4904466285238303,gjr_garch,False
SPY,5,atm,har_rv,9,0.00038450177500258645,0.014311168811140517,0.019608716811729075,4.813945826118038,6.31172382808591,0.607296965546595,gjr_garch,False
SPY,10,all,gjr_garch,1085,0.002154299852501571,0.018780488138164672,0.04641443582013651,4.738176792167462,7.140339807809821,0.29720158808131836,gjr_garch,True
SPY,10,all,har_rv,1085,0.0022020066577164736,0.01824724038605159,0.04692554376580493,4.626643574326398,7.213459450792251,0.3645784878105302,gjr_garch,False
SPY,10,all,adaptive_ensemble,1085,0.002270196830862798,0.018743452160879748,0.047646582572759597,4.680476144286128,7.261187168312604,0.31308577166547263,gjr_garch,False
SPY,10,all,simple_ensemble,1085,0.0024084959564789035,0.020213443950321302,0.04907642974462286,5.059996788176499,7.704533644673229,0.343119244569829,gjr_garch,False
SPY,10,all,garch_11,1085,0.002535882180958216,0.020817983133771523,0.050357543436492375,5.193914398848259,7.792397158434616,0.34252919044251573,gjr_garch,False
SPY,10,all,ewma,1085,0.002612890666867684,0.022217548165454237,0.0511164422360133,5.534510400971155,8.370841903056505,0.38405331569772905,gjr_garch,False
SPY,10,all,realized_60,1085,0.002706513997217715,0.02269510212985587,0.05202416743416193,5.601581429569005,8.610680573987374,0.4217312020575139,gjr_garch,False
SPY,10,all,optimized_blend,1085,0.0028875574006922374,0.022799892969030663,0.05373599725223528,5.47293826439158,8.613075587503017,0.39321388265799856,gjr_garch,False
SPY,10,all,sparse_blend,1085,0.0028974957651133203,0.02289577293350372,0.053828391812437794,5.4891555912966705,8.65055007888444,0.3947721944367366,gjr_garch,False
SPY,10,all,realized_20,1085,0.0029882941585838768,0.02158202128505745,0.054665292083586975,5.151202693380909,8.275394470766004,0.4262892349620593,gjr_garch,False
