ticker,date,close,source
QQQ,2022-08-26,307.440000,robinhood_equity_day
QQQ,2022-08-29,304.410000,robinhood_equity_day
QQQ,2022-08-30,301.020000,robinhood_equity_day
QQQ,2022-08-31,299.270000,robinhood_equity_day
QQQ,2022-09-01,299.400000,robinhood_equity_day
QQQ,2022-09-02,295.170000,robinhood_equity_day
QQQ,2022-09-06,293.050000,robinhood_equity_day
QQQ,2022-09-07,298.970000,robinhood_equity_day
QQQ,2022-09-08,300.520000,robinhood_equity_day
QQQ,2022-09-09,307.090000,robinhood_equity_day
QQQ,2022-09-12,310.740000,robinhood_equity_day
QQQ,2022-09-13,293.700000,robinhood_equity_day
QQQ,2022-09-14,296.030000,robinhood_equity_day
QQQ,2022-09-15,291.100000,robinhood_equity_day
QQQ,2022-09-16,289.320000,robinhood_equity_day
QQQ,2022-09-19,291.050000,robinhood_equity_day
QQQ,2022-09-20,288.730000,robinhood_equity_day
QQQ,2022-09-21,283.560000,robinhood_equity_day
QQQ,2022-09-22,280.070000,robinhood_equity_day
QQQ,2022-09-23,275.510000,robinhood_equity_day
QQQ,2022-09-26,274.370000,robinhood_equity_day
QQQ,2022-09-27,274.480000,robinhood_equity_day
QQQ,2022-09-28,279.940000,robinhood_equity_day
QQQ,2022-09-29,271.870000,robinhood_equity_day
QQQ,2022-09-30,267.260000,robinhood_equity_day
QQQ,2022-10-03,273.530000,robinhood_equity_day
QQQ,2022-10-04,282.130000,robinhood_equity_day
QQQ,2022-10-05,281.980000,robinhood_equity_day
QQQ,2022-10-06,279.760000,robinhood_equity_day
QQQ,2022-10-07,269.100000,robinhood_equity_day
QQQ,2022-10-10,266.410000,robinhood_equity_day
QQQ,2022-10-11,262.750000,robinhood_equity_day
QQQ,2022-10-12,262.660000,robinhood_equity_day
QQQ,2022-10-13,268.820000,robinhood_equity_day
QQQ,2022-10-14,260.740000,robinhood_equity_day
QQQ,2022-10-17,269.350000,robinhood_equity_day
QQQ,2022-10-18,271.480000,robinhood_equity_day
QQQ,2022-10-19,270.490000,robinhood_equity_day
QQQ,2022-10-20,269.110000,robinhood_equity_day
QQQ,2022-10-21,275.420000,robinhood_equity_day
QQQ,2022-10-24,278.450000,robinhood_equity_day
QQQ,2022-10-25,284.210000,robinhood_equity_day
QQQ,2022-10-26,277.930000,robinhood_equity_day
QQQ,2022-10-27,272.870000,robinhood_equity_day
QQQ,2022-10-28,281.220000,robinhood_equity_day
QQQ,2022-10-31,277.950000,robinhood_equity_day
QQQ,2022-11-01,275.110000,robinhood_equity_day
QQQ,2022-11-02,265.680000,robinhood_equity_day
QQQ,2022-11-03,260.490000,robinhood_equity_day
QQQ,2022-11-04,264.680000,robinhood_equity_day
QQQ,2022-11-07,267.590000,robinhood_equity_day
QQQ,2022-11-08,269.540000,robinhood_equity_day
QQQ,2022-11-09,263.320000,robinhood_equity_day
QQQ,2022-11-10,282.750000,robinhood_equity_day
QQQ,2022-11-11,287.960000,robinhood_equity_day
QQQ,2022-11-14,285.440000,robinhood_equity_day
QQQ,2022-11-15,289.390000,robinhood_equity_day
QQQ,2022-11-16,285.440000,robinhood_equity_day
QQQ,2022-11-17,284.810000,robinhood_equity_day
QQQ,2022-11-18,284.820000,robinhood_equity_day
QQQ,2022-11-21,281.890000,robinhood_equity_day
QQQ,2022-11-22,285.950000,robinhood_equity_day
QQQ,2022-11-23,288.820000,robinhood_equity_day
